  x,y,z,rho,u,v,w,p
     4.067800,      0.849924,      0.000000,      0.922274,    284.324829,    106.417992,      0.000000,  69885.710938
     4.237290,      0.900821,      0.000000,      0.917690,    263.666199,    120.915207,      0.000000,  71732.039062
     4.406780,      0.946650,      0.000000,      0.888561,    236.478714,    123.958328,      0.000000,  70992.023438
     4.576270,      0.984190,      0.000000,      0.839047,    205.529541,    116.066719,      0.000000,  67728.429688
     4.745760,      1.010787,      0.000000,      0.775787,    174.750244,     99.139046,      0.000000,  62421.425781
     4.915250,      1.024571,      0.000000,      0.707447,    148.518387,     75.670769,      0.000000,  55999.472656
     5.084750,      1.024571,      0.000000,      0.643555,    130.646683,     48.117954,      0.000000,  49622.320312
     5.254240,      1.010787,      0.000000,      0.591802,    123.308609,     18.597563,      0.000000,  44217.968750
     5.423730,      0.984190,      0.000000,      0.555398,    126.114243,    -11.339843,      0.000000,  40132.550781
     5.593220,      0.946650,      0.000000,      0.532309,    135.978867,    -40.995201,      0.000000,  37127.292969
     5.762710,      0.900821,      0.000000,      0.517154,    148.484375,    -70.289055,      0.000000,  34679.414062
     5.932200,      0.849924,      0.000000,      0.505179,    160.146164,    -98.778206,      0.000000,  32402.957031
     6.101700,      0.797550,      0.000000,      0.496910,    170.581894,   -124.370193,      0.000000,  30416.835938
     6.271190,      0.747395,      0.000000,      0.499301,    183.285965,   -143.242386,      0.000000,  29370.144531
     6.440680,      0.702979,      0.000000,      0.520426,    202.094910,   -151.792130,      0.000000,  29959.654297
     6.610170,      0.667437,      0.000000,      0.566535,    227.233368,   -146.346802,      0.000000,  32796.359375
     6.779660,      0.643279,      0.000000,      0.636866,    254.069962,   -124.944237,      0.000000,  38260.964844
     6.949150,      0.632211,      0.000000,      0.707142,    271.533752,    -93.063866,      0.000000,  44945.871094
